Date,Day_of_Year,Crop_Biomass_kg_ha,Weed_Biomass_kg_ha,Pest_Density_ind_m2,Bat_Population_ind_km2,Soil_Organic_Matter_pct,Growth_Phase
2023-02-08,38,500.00,0.00,92.60,76.00,2.20,Pre-planting
2023-02-09,39,500.00,0.00,93.50,76.00,2.20,Pre-planting
2023-02-10,40,500.00,-0.00,94.40,76.00,2.20,Pre-planting
2023-02-11,41,500.00,0.00,95.10,76.00,2.20,Pre-planting
2023-02-12,42,500.00,0.00,95.80,76.00,2.20,Pre-planting
2023-02-13,43,500.00,-0.00,96.30,76.00,2.20,Pre-planting
2023-02-14,44,500.00,-0.00,96.80,76.00,2.20,Pre-planting
2023-02-15,45,500.00,-0.00,97.30,76.00,2.20,Pre-planting
2023-02-16,46,500.00,0.00,97.60,75.00,2.20,Pre-planting
2023-02-17,47,500.00,-0.00,98.00,75.00,2.20,Pre-planting
2023-02-18,48,500.00,-0.00,98.20,75.00,2.20,Pre-planting
2023-02-19,49,500.00,0.00,98.50,75.00,2.20,Pre-planting
2023-02-20,50,500.00,0.00,98.70,75.00,2.20,Pre-planting
2023-02-21,51,500.00,-0.00,98.90,75.00,2.20,Pre-planting
2023-02-22,52,500.00,0.00,99.00,75.00,2.20,Pre-planting
2023-02-23,53,500.00,0.00,99.20,75.00,2.20,Pre-planting
2023-02-24,54,500.00,-0.00,99.30,75.00,2.20,Pre-planting
2023-02-25,55,500.00,-0.00,99.40,75.00,2.20,Pre-planting
2023-02-26,56,500.00,0.00,99.50,75.00,2.20,Pre-planting
2023-02-27,57,500.00,0.00,99.50,74.00,2.20,Pre-planting
2023-02-28,58,500.00,-0.00,99.60,74.00,2.20,Pre-planting
2023-03-01,59,500.00,0.00,99.70,74.00,2.20,Pre-planting
2023-03-02,60,499.72,-0.00,99.70,74.00,2.20,Seedling
2023-03-03,61,498.70,-0.00,99.70,74.00,2.20,Seedling
2023-03-04,62,497.19,0.00,99.80,74.00,2.20,Seedling
2023-03-05,63,495.64,0.00,99.80,74.00,2.20,Seedling
2023-03-06,64,494.26,0.00,99.80,74.00,2.20,Seedling
2023-03-07,65,493.05,0.00,99.90,74.00,2.20,Seedling
2023-03-08,66,491.96,-0.00,99.90,74.00,2.20,Seedling
2023-03-09,67,490.98,0.00,99.90,74.00,2.20,Seedling
2023-03-10,68,490.11,0.00,99.90,73.00,2.20,Seedling
2023-03-11,69,489.35,0.00,99.90,73.00,2.20,Seedling
2023-03-12,70,488.69,0.00,99.90,73.00,2.20,Seedling
2023-03-13,71,488.15,0.00,99.90,73.00,2.20,Seedling
2023-03-14,72,487.71,-0.00,100.00,73.00,2.20,Seedling
2023-03-15,73,487.38,0.00,100.00,73.00,2.20,Seedling
2023-03-16,74,487.16,-0.00,100.00,73.00,2.20,Seedling
2023-03-17,75,487.04,0.00,100.00,73.00,2.20,Seedling
2023-03-18,76,487.04,-0.00,100.00,73.00,2.20,Seedling
2023-03-19,77,487.14,0.00,100.00,73.00,2.20,Seedling
2023-03-20,78,487.35,-0.00,100.00,73.00,2.20,Seedling
2023-03-21,79,487.66,0.00,100.00,72.00,2.20,Seedling
2023-03-22,80,488.09,-0.00,100.00,72.00,2.20,Seedling
2023-03-23,81,488.62,0.00,100.00,72.00,2.20,Seedling
2023-03-24,82,489.25,-0.00,100.00,72.00,2.20,Seedling
2023-03-25,83,490.00,0.00,100.00,72.00,2.20,Seedling
2023-03-26,84,490.85,-0.00,100.00,72.00,2.20,Seedling
2023-03-27,85,491.81,-0.00,100.00,72.00,2.20,Seedling
2023-03-28,86,492.87,0.00,100.00,72.00,2.20,Seedling
2023-03-29,87,494.05,0.00,100.00,72.00,2.20,Seedling
2023-03-30,88,495.33,0.00,100.00,72.00,2.20,Seedling
2023-03-31,89,496.71,-0.00,100.00,72.00,2.20,Seedling
2023-04-01,90,498.21,-0.00,100.00,72.00,2.20,Seedling
2023-04-02,91,499.81,-0.00,100.00,71.00,2.20,Seedling
2023-04-03,92,501.52,0.00,100.00,71.00,2.20,Seedling
2023-04-04,93,503.34,0.00,100.00,71.00,2.20,Seedling
2023-04-05,94,505.27,0.00,100.00,71.00,2.20,Seedling
2023-04-06,95,507.31,0.00,100.00,71.00,2.20,Seedling
2023-04-07,96,509.46,0.00,100.00,71.00,2.20,Seedling
2023-04-08,97,511.72,0.00,100.00,71.00,2.20,Seedling
2023-04-09,98,514.08,0.00,100.00,71.00,2.20,Seedling
2023-04-10,99,516.56,0.00,100.00,71.00,2.20,Seedling
2023-04-11,100,519.14,0.00,100.00,71.00,2.20,Seedling
2023-04-12,101,521.99,0.00,98.10,71.00,2.20,Seedling
2023-04-13,102,525.11,0.00,96.20,71.00,2.20,Seedling
2023-04-14,103,528.41,0.00,94.20,70.00,2.20,Seedling
2023-04-15,104,531.89,-0.00,92.10,70.00,2.20,Seedling
2023-04-16,105,535.62,-0.00,90.00,70.00,2.20,Seedling
2023-04-17,106,539.63,-0.00,87.70,70.00,2.20,Seedling
2023-04-18,107,543.91,0.00,85.30,70.00,2.20,Seedling
2023-04-19,108,548.48,0.00,82.80,70.00,2.19,Seedling
2023-04-20,109,553.35,0.00,80.10,70.00,2.19,Seedling
2023-04-21,110,558.99,-0.00,77.40,70.00,2.19,Rapid Growth
2023-04-22,111,576.87,0.00,74.70,69.00,2.19,Rapid Growth
2023-04-23,112,595.53,0.00,71.90,69.00,2.19,Rapid Growth
2023-04-24,113,615.14,0.00,69.10,69.00,2.19,Rapid Growth
2023-04-25,114,635.74,-0.00,66.30,69.00,2.19,Rapid Growth
2023-04-26,115,657.37,0.00,63.60,69.00,2.19,Rapid Growth
2023-04-27,116,680.09,0.00,61.00,69.00,2.19,Rapid Growth
2023-04-28,117,703.93,0.00,58.50,69.00,2.19,Rapid Growth
2023-04-29,118,728.95,-0.00,56.20,68.00,2.19,Rapid Growth
2023-04-30,119,755.18,-0.00,54.00,68.00,2.19,Rapid Growth
2023-05-01,120,782.66,0.00,52.00,68.00,2.19,Rapid Growth
2023-05-02,121,811.44,0.00,50.30,68.00,2.19,Rapid Growth
2023-05-03,122,841.55,0.00,48.70,68.00,2.19,Rapid Growth
2023-05-04,123,873.03,0.00,47.40,68.00,2.19,Rapid Growth
2023-05-05,124,905.90,-0.00,46.40,67.00,2.19,Rapid Growth
2023-05-06,125,940.19,-0.00,45.60,67.00,2.19,Rapid Growth
2023-05-07,126,975.94,0.00,45.00,67.00,2.19,Rapid Growth
2023-05-08,127,1013.15,-0.00,44.70,67.00,2.19,Rapid Growth
2023-05-09,128,1051.76,-0.00,44.70,67.00,2.19,Rapid Growth
2023-05-10,129,1091.66,0.00,44.90,67.00,2.19,Rapid Growth
2023-05-11,130,1132.81,0.00,45.30,67.00,2.19,Rapid Growth
2023-05-12,131,1175.16,-0.00,46.00,67.00,2.19,Rapid Growth
2023-05-13,132,1218.72,-0.00,47.00,66.00,2.19,Rapid Growth
2023-05-14,133,1263.47,-0.00,48.10,66.00,2.19,Rapid Growth
2023-05-15,134,1309.37,-0.00,49.50,66.00,2.19,Rapid Growth
2023-05-16,135,1356.41,0.00,51.20,66.00,2.19,Rapid Growth
2023-05-17,136,1404.54,-0.00,53.00,66.00,2.19,Rapid Growth
2023-05-18,137,1453.73,0.00,55.00,66.00,2.19,Rapid Growth
2023-05-19,138,1503.92,-0.00,57.10,66.00,2.19,Rapid Growth
2023-05-20,139,1555.08,0.00,59.40,66.00,2.19,Rapid Growth
2023-05-21,140,1607.06,-0.00,61.80,66.00,2.19,Rapid Growth
2023-05-22,141,1659.97,0.00,65.30,66.00,2.19,Rapid Growth
2023-05-23,142,1713.60,-0.00,68.50,65.00,2.19,Rapid Growth
2023-05-24,143,1767.73,-0.00,71.70,65.00,2.19,Rapid Growth
2023-05-25,144,1822.48,-0.00,74.60,65.00,2.19,Rapid Growth
2023-05-26,145,1877.85,0.00,77.30,65.00,2.19,Rapid Growth
2023-05-27,146,1933.85,0.00,79.90,65.00,2.19,Rapid Growth
2023-05-28,147,1990.46,-0.00,82.20,65.00,2.19,Rapid Growth
2023-05-29,148,2047.71,-0.00,84.30,65.00,2.19,Rapid Growth
2023-05-30,149,2105.61,0.00,86.10,65.00,2.19,Rapid Growth
2023-05-31,150,2164.16,0.00,87.80,65.00,2.19,Rapid Growth
2023-06-01,151,2223.38,-0.00,89.40,65.00,2.19,Rapid Growth
2023-06-02,152,2283.28,-0.00,90.70,65.00,2.19,Rapid Growth
2023-06-03,153,2343.87,-0.00,91.90,65.00,2.19,Rapid Growth
2023-06-04,154,2405.16,0.00,92.90,65.00,2.19,Rapid Growth
2023-06-05,155,2467.16,0.00,93.90,65.00,2.19,Rapid Growth
2023-06-06,156,2529.88,0.00,94.70,65.00,2.19,Rapid Growth
2023-06-07,157,2593.31,-0.00,95.40,64.00,2.19,Rapid Growth
2023-06-08,158,2657.47,0.00,96.00,64.00,2.19,Rapid Growth
2023-06-09,159,2722.36,-0.00,96.50,64.00,2.19,Rapid Growth
2023-06-10,160,2787.96,-0.00,97.00,64.00,2.19,Rapid Growth
2023-06-11,161,2854.27,-0.00,97.40,64.00,2.19,Rapid Growth
2023-06-12,162,2921.30,-0.00,97.80,64.00,2.19,Rapid Growth
2023-06-13,163,2989.02,-0.00,98.10,64.00,2.19,Rapid Growth
2023-06-14,164,3057.42,0.00,98.30,64.00,2.19,Rapid Growth
2023-06-15,165,3126.42,0.00,98.60,64.00,2.19,Rapid Growth
2023-06-16,166,3197.40,0.00,96.10,64.00,2.19,Rapid Growth
2023-06-17,167,3270.29,0.00,93.40,64.00,2.19,Rapid Growth
2023-06-18,168,3344.48,0.00,90.70,64.00,2.19,Rapid Growth
2023-06-19,169,3420.19,-0.00,87.80,64.00,2.19,Rapid Growth
2023-06-20,170,3497.90,-0.00,84.70,63.00,2.19,Rapid Growth
2023-06-21,171,3577.68,-0.00,81.50,63.00,2.19,Rapid Growth
2023-06-22,172,3659.66,-0.00,78.20,63.00,2.19,Rapid Growth
2023-06-23,173,3743.92,0.00,74.70,63.00,2.19,Rapid Growth
2023-06-24,174,3830.58,-0.00,71.10,63.00,2.19,Rapid Growth
2023-06-25,175,3919.71,-0.00,67.50,63.00,2.19,Rapid Growth
2023-06-26,176,4011.39,-0.00,63.70,63.00,2.19,Rapid Growth
2023-06-27,177,4105.67,0.00,60.00,63.00,2.19,Rapid Growth
2023-06-28,178,4202.59,0.00,56.30,62.00,2.19,Rapid Growth
2023-06-29,179,4302.17,0.00,52.70,62.00,2.19,Rapid Growth
2023-06-30,180,4404.40,0.00,49.30,62.00,2.19,Rapid Growth
2023-07-01,181,4509.25,0.00,46.00,62.00,2.19,Rapid Growth
2023-07-02,182,4616.63,0.00,42.90,62.00,2.19,Rapid Growth
2023-07-03,183,4726.45,0.00,40.00,62.00,2.19,Rapid Growth
2023-07-04,184,4838.59,0.00,37.40,61.00,2.19,Rapid Growth
2023-07-05,185,4952.90,0.00,35.00,61.00,2.19,Rapid Growth
2023-07-06,186,5069.22,0.00,32.90,61.00,2.19,Rapid Growth
2023-07-07,187,5187.38,-0.00,31.00,61.00,2.19,Rapid Growth
2023-07-08,188,5307.15,-0.00,29.40,61.00,2.19,Rapid Growth
2023-07-09,189,5428.34,-0.00,28.10,61.00,2.19,Rapid Growth
2023-07-10,190,5550.71,0.00,27.00,60.00,2.19,Rapid Growth
2023-07-11,191,5674.05,-0.00,26.20,60.00,2.19,Rapid Growth
2023-07-12,192,5798.09,0.00,25.60,60.00,2.19,Rapid Growth
2023-07-13,193,5922.59,-0.00,25.20,60.00,2.19,Rapid Growth
2023-07-14,194,6047.29,0.00,25.10,60.00,2.19,Rapid Growth
2023-07-15,195,6171.88,-0.00,25.20,60.00,2.18,Rapid Growth
2023-07-16,196,6295.84,0.00,25.50,60.00,2.18,Rapid Growth
2023-07-17,197,6418.51,-0.00,26.10,59.00,2.18,Rapid Growth
2023-07-18,198,6539.40,0.00,26.80,59.00,2.18,Rapid Growth
2023-07-19,199,6658.14,-0.00,27.80,59.00,2.18,Rapid Growth
2023-07-20,200,6774.46,0.00,29.10,59.00,2.18,Rapid Growth
2023-07-21,201,6888.07,-0.00,30.60,59.00,2.18,Rapid Growth
2023-07-22,202,6998.65,0.00,32.30,59.00,2.18,Rapid Growth
2023-07-23,203,7105.89,-0.00,34.20,59.00,2.18,Rapid Growth
2023-07-24,204,7209.45,-0.00,36.40,59.00,2.18,Rapid Growth
2023-07-25,205,7309.56,0.00,38.80,59.00,2.18,Rapid Growth
2023-07-26,206,7403.80,0.00,42.40,59.00,2.18,Rapid Growth
2023-07-27,207,7493.41,0.00,46.10,59.00,2.18,Rapid Growth
2023-07-28,208,7577.61,0.00,49.80,58.00,2.18,Rapid Growth
2023-07-29,209,7656.32,0.00,53.60,58.00,2.18,Rapid Growth
2023-07-30,210,7729.54,0.00,57.30,58.00,2.18,Rapid Growth
2023-07-31,211,7797.27,0.00,60.90,58.00,2.18,Rapid Growth
2023-08-01,212,7859.60,-0.00,64.40,58.00,2.18,Rapid Growth
2023-08-02,213,7916.66,0.00,67.80,58.00,2.18,Rapid Growth
2023-08-03,214,7968.63,0.00,70.90,58.00,2.18,Rapid Growth
2023-08-04,215,8015.72,-0.00,73.90,58.00,2.18,Rapid Growth
2023-08-05,216,8058.18,-0.00,76.70,58.00,2.18,Rapid Growth
2023-08-06,217,8096.24,0.00,79.30,58.00,2.18,Rapid Growth
2023-08-07,218,8130.17,0.00,81.60,58.00,2.18,Rapid Growth
2023-08-08,219,8160.23,-0.00,83.80,58.00,2.18,Rapid Growth
2023-08-09,220,8186.67,-0.00,85.70,58.00,2.18,Rapid Growth
2023-08-10,221,8209.75,0.00,87.50,58.00,2.18,Rapid Growth
2023-08-11,222,8229.70,0.00,89.00,58.00,2.18,Rapid Growth
2023-08-12,223,8246.75,0.00,90.40,58.00,2.18,Rapid Growth
2023-08-13,224,8261.10,-0.00,91.60,58.00,2.18,Rapid Growth
2023-08-14,225,8272.96,0.00,92.70,57.00,2.18,Rapid Growth
2023-08-15,226,8282.49,0.00,93.70,57.00,2.18,Rapid Growth
2023-08-16,227,8289.86,-0.00,94.50,57.00,2.18,Rapid Growth
2023-08-17,228,8295.22,-0.00,95.20,57.00,2.18,Rapid Growth
2023-08-18,229,8298.70,-0.00,95.90,57.00,2.18,Rapid Growth
2023-08-19,230,8299.04,0.00,96.40,57.00,2.18,Maturation
2023-08-20,231,8260.24,-0.00,95.70,57.00,2.18,Maturation
2023-08-21,232,8222.06,-0.00,94.80,57.00,2.18,Maturation
2023-08-22,233,8184.65,0.00,93.90,57.00,2.18,Maturation
2023-08-23,234,8148.11,-0.00,92.80,57.00,2.18,Maturation
2023-08-24,235,8112.49,-0.00,91.60,57.00,2.18,Maturation
2023-08-25,236,8077.91,-0.00,90.30,57.00,2.18,Maturation
2023-08-26,237,8044.45,0.00,88.80,57.00,2.18,Maturation
2023-08-27,238,8012.18,-0.00,87.20,57.00,2.18,Maturation
2023-08-28,239,7981.18,-0.00,85.50,57.00,2.18,Maturation
2023-08-29,240,7951.49,0.00,83.70,56.00,2.18,Maturation
2023-08-30,241,7923.15,0.00,81.90,56.00,2.18,Maturation
2023-08-31,242,7896.18,-0.00,80.00,56.00,2.18,Maturation
2023-09-01,243,7870.58,-0.00,78.00,56.00,2.18,Maturation
2023-09-02,244,7846.32,0.00,76.10,56.00,2.18,Maturation
2023-09-03,245,7823.37,0.00,74.20,56.00,2.18,Maturation
2023-09-04,246,7801.65,-0.00,72.30,56.00,2.18,Maturation
2023-09-05,247,7781.07,-0.00,70.50,56.00,2.18,Maturation
2023-09-06,248,7761.53,-0.00,68.80,56.00,2.18,Maturation
2023-09-07,249,7742.89,0.00,67.20,56.00,2.18,Maturation
2023-09-08,250,7725.02,0.00,65.80,55.00,2.18,Maturation
2023-09-09,251,7707.75,-0.00,64.50,55.00,2.18,Maturation
2023-09-10,252,7690.91,-0.00,63.40,55.00,2.18,Maturation
2023-09-11,253,7674.32,0.00,62.50,55.00,2.18,Maturation
2023-09-12,254,7657.80,-0.00,61.80,55.00,2.18,Maturation
2023-09-13,255,7641.14,0.00,61.30,55.00,2.18,Maturation
2023-09-14,256,7624.16,-0.00,61.00,55.00,2.18,Maturation
2023-09-15,257,7606.66,-0.00,61.00,55.00,2.18,Maturation
2023-09-16,258,7588.43,-0.00,61.10,55.00,2.18,Maturation
2023-09-17,259,7569.31,-0.00,61.50,55.00,2.18,Maturation
2023-09-18,260,7549.10,-0.00,62.00,55.00,2.18,Maturation
2023-09-19,261,7527.63,-0.00,62.80,54.00,2.18,Maturation
2023-09-20,262,7504.75,0.00,63.80,54.00,2.18,Maturation
2023-09-21,263,7480.30,0.00,64.90,54.00,2.18,Maturation
2023-09-22,264,7454.17,0.00,66.20,54.00,2.18,Maturation
2023-09-23,265,7426.24,-0.00,67.60,54.00,2.18,Maturation
2023-09-24,266,7396.42,-0.00,69.20,54.00,2.18,Maturation
2023-09-25,267,7364.64,0.00,70.80,54.00,2.18,Maturation
2023-09-26,268,7330.86,0.00,72.50,54.00,2.18,Maturation
2023-09-27,269,7295.06,-0.00,74.30,54.00,2.18,Maturation
2023-09-28,270,0.00,-0.00,76.20,54.00,2.18,Post-harvest
2023-09-29,271,0.00,-0.00,78.70,54.00,2.18,Post-harvest
2023-09-30,272,0.00,-0.00,81.10,54.00,2.18,Post-harvest
2023-10-01,273,0.00,-0.00,83.20,54.00,2.18,Post-harvest
2023-10-02,274,0.00,-0.00,85.10,54.00,2.18,Post-harvest
2023-10-03,275,0.00,-0.00,86.90,54.00,2.18,Post-harvest
2023-10-04,276,0.00,-0.00,88.50,54.00,2.18,Post-harvest
2023-10-05,277,0.00,-0.00,89.90,53.00,2.18,Post-harvest
2023-10-06,278,0.00,-0.00,91.20,53.00,2.18,Post-harvest
2023-10-07,279,0.00,-0.00,92.30,53.00,2.18,Post-harvest
2023-10-08,280,0.00,-0.00,93.30,53.00,2.18,Post-harvest
2023-10-09,281,0.00,-0.00,94.20,53.00,2.18,Post-harvest
2023-10-10,282,0.00,-0.00,95.00,53.00,2.18,Post-harvest
2023-10-11,283,0.00,-0.00,95.60,53.00,2.18,Post-harvest
2023-10-12,284,0.00,-0.00,96.20,53.00,2.18,Post-harvest
2023-10-13,285,0.00,-0.00,96.70,53.00,2.18,Post-harvest
2023-10-14,286,0.00,-0.00,97.20,53.00,2.18,Post-harvest
2023-10-15,287,0.00,-0.00,97.60,53.00,2.18,Post-harvest
2023-10-16,288,0.00,-0.00,97.90,53.00,2.18,Post-harvest
2023-10-17,289,0.00,-0.00,98.20,53.00,2.18,Post-harvest
2023-10-18,290,0.00,-0.00,98.40,53.00,2.18,Post-harvest
2023-10-19,291,0.00,-0.00,98.60,53.00,2.18,Post-harvest
2023-10-20,292,0.00,-0.00,98.80,53.00,2.18,Post-harvest
2023-10-21,293,0.00,-0.00,99.00,53.00,2.18,Post-harvest
2023-10-22,294,0.00,-0.00,99.10,53.00,2.18,Post-harvest
2023-10-23,295,0.00,-0.00,99.30,53.00,2.18,Post-harvest
2023-10-24,296,0.00,-0.00,99.40,52.00,2.18,Post-harvest
2023-10-25,297,0.00,-0.00,99.40,52.00,2.18,Post-harvest
2023-10-26,298,0.00,-0.00,99.50,52.00,2.18,Post-harvest
2023-10-27,299,0.00,-0.00,99.60,52.00,2.18,Post-harvest
2023-10-28,300,0.00,-0.00,99.60,52.00,2.18,Post-harvest
2023-10-29,301,0.00,-0.00,99.70,52.00,2.18,Post-harvest
2023-10-30,302,0.00,-0.00,99.70,52.00,2.18,Post-harvest
2023-10-31,303,0.00,-0.00,99.80,52.00,2.18,Post-harvest
2023-11-01,304,0.00,-0.00,99.80,52.00,2.18,Post-harvest
2023-11-02,305,0.00,-0.00,99.80,52.00,2.18,Post-harvest
2023-11-03,306,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-04,307,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-05,308,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-06,309,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-07,310,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-08,311,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-09,312,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-10,313,0.00,-0.00,99.90,52.00,2.18,Post-harvest
2023-11-11,314,0.00,-0.00,100.00,52.00,2.18,Post-harvest
2023-11-12,315,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-13,316,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-14,317,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-15,318,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-16,319,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-17,320,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-18,321,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-19,322,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-20,323,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-21,324,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-22,325,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-23,326,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-24,327,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-25,328,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-26,329,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-27,330,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-28,331,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-29,332,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-11-30,333,0.00,-0.00,100.00,51.00,2.18,Post-harvest
2023-12-01,334,0.00,-0.00,100.00,51.00,2.17,Post-harvest
2023-12-02,335,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-03,336,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-04,337,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-05,338,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-06,339,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-07,340,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-08,341,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-09,342,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-10,343,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-11,344,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-12,345,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-13,346,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-14,347,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-15,348,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-16,349,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-17,350,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-18,351,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-19,352,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-20,353,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-21,354,0.00,-0.00,100.00,50.00,2.17,Post-harvest
2023-12-22,355,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-23,356,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-24,357,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-25,358,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-26,359,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-27,360,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-28,361,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-29,362,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-30,363,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2023-12-31,364,0.00,-0.00,100.00,49.00,2.17,Post-harvest
2024-01-01,365,0.00,-0.00,100.00,49.00,2.17,Post-harvest
